class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,740,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,29080,0,0,0,696,1260,95546,86240,15488,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111802,0,0,0,0,29080,818,6760,8672,na,na,na,na,na,na,na,na,14940,740.72,111802,111802,960,0,0,10726,111120,0,1209600,0,2,14,0,44729.28,24111.36,14782.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111802,0,0,0,0,0,0,0,0,0,0,0,46,78,46282,80,0,58,0,0,47008,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,838,na,40,28,0,0,0,0,0,110,14578,25268,26234,1984,0,0,29022,0,0,0,1202,2478,63940,53448,26902,3710,0,0,0,0,24,50,0,0,0,0,0,0,0,31328,36846,0,1630,368,554,1702,5018,58896,6,0,0,0,31716,25080,8372,1686,430,204,152,468,66,0,92168,52,56,34,0,29022,1196,13150,13608,na,na,na,na,na,na,na,na,26020,837.71,92168,92168,89970,283.0,0,8626,91220,68174,1209600,2122,0,12,0,49684.8,0,17268.48,49152,na,0,100,7106,29438,12248,18880,362,40,0,0,4,8,92168,na,1266,40,2576,1648,5352,52782,4510,0,0,0,62,96,47934,16782,0,28,0,0,53022,500,284,0,0,0,0,0,0,0,0,918,188,34,0,0,1492,252,1800,190,0,0,0,0,0,0,0,19744,11952,4148,2324,3936,13602,6478,5990,0,0,0,0
neg,14,0,0,0,0,0,0,0,0,0,766,5414,1826,0,0,0,732,0,48,0,96,200,28646,26076,58250,662,0,0,0,0,4,4,0,0,0,0,0,0,0,2582,5424,0,324,390,1026,510,494,1146,4116,0,0,0,6962,162,64,52,22,12,28,480,118,106,87022,0,0,2,0,732,186,56186,1876,na,na,na,na,na,na,na,na,57880,13.86,87022,87022,89458,23.0,0,8620,86660,8070,1209600,310,2,2,0,1800.96,440.64,4677.12,6,42,0,0,598,4602,1900,334,572,0,0,0,0,30,87022,0,1244,22,130,14,218,1350,4442,482,104,0,0,2,2412,44,0,0,0,0,2528,50,48,0,0,0,0,0,0,0,0,332,0,0,0,0,14,2,4960,498,0,0,0,0,0,2.66,82,6000,1894,32,6,18,12,14,30,0,0,0,0
neg,32708,na,0,na,0,0,0,0,0,0,9634,64604,1350614,611238,23338,0,1163800,0,158,0,0,0,1892618,1656400,322972,168222,0,0,0,0,0,0,0,0,0,0,0,0,59174,1998936,1318,0,4488,990,1582,5094,3542,2043700,32,0,0,0,635926,491486,164378,118848,93564,89582,123008,296220,46414,2,2216630,0,76,314,350,1163800,27838,121370,199358,180740,1310700,1310700,1310700,1310700,1310700,1310700,1310700,133060,32707.63,2216630,2216630,2171408,10850,893618,95164,996980,2059428,1209600,0,na,na,na,1727482.56,0,331320.96,na,na,0,0,262,24862,462274,1125866,376086,55220,14200,658,na,0,2216630,na,4448,652,2780,183352,135288,250336,1430238,52226,108,0,na,na,na,na,na,na,na,na,na,4780,450,0,0,0,0,0,0,0,0,18450,24692,5826,0,0,67070,11072,1154400,1167928,0,0,0,0,2707640,na,na,347038,399068,154460,79970,162276,143024,125466,120158,516160,11808,0,0
neg,55068,na,878,842,0,0,0,0,0,0,738,1279520,2863434,1103460,121636,0,2278178,0,0,0,0,0,4439470,3682706,1055520,695634,0,0,0,0,1788,294,0,0,0,0,0,9314,3831466,1083132,444876,0,2482,1004,1390,178342,4066816,1118688,32,24,10,0,3069190,924006,266314,177196,145564,248760,537742,16,0,0,5495470,0,498,612,14,2278178,74146,324764,727704,221420,221580,226200,247080,na,na,na,na,133460,55067.2,5495470,5495470,5492008,23766,1424,61052,650840,5368788,1209600,145856,0,170,0,3334924.8,825347.52,1205361.6,0,0,0,0,0,148986,1643192,2445010,1057474,67794,5882,450,1892,1962,5495470,na,4848,822,327720,1229124,737204,2583646,468544,16796,84,0,1348,632,3266204,95664,0,49078,0,0,3375276,4184,372,0,0,10,825658,0,0,0,0,33828,72562,10944,0,0,162626,20102,351700,40028,0,0,0,0,6566240,1464.5,1378,2080660,992894,426572,166296,314420,299990,366152,320024,384630,17150,0,0
neg,314,na,2130706432,24,0,0,0,0,0,0,88,4156,20530,0,0,0,9618,0,0,0,0,0,23690,19226,6194,1750,0,0,0,0,58,28,0,0,0,0,0,0,18584,4618,1572,0,1654,22,28,34,344,22664,28,0,0,0,10672,11632,1630,356,84,268,128,4,0,0,29926,0,50,28,0,9618,348,2502,3662,na,na,na,na,na,na,na,na,6060,314.43,29926,29926,31988,79.0,0,2806,29660,24774,1209600,1004,0,2,0,19269.12,0,3855.36,0,16,0,0,0,872,20998,2624,280,0,0,0,0,4,29926,na,1704,26,22,910,890,2704,16220,2248,48,2,58,108,19770,11170,0,20,0,0,19826,66,28,0,0,0,0,0,0,0,0,298,60,10,0,0,668,98,66520,6636,0,0,0,0,0,54.24,56,6108,5116,1110,290,1076,11034,40,0,0,0,0,0
neg,40806,na,112,92,0,0,0,0,0,0,2258,287070,1644202,850184,39840,6046,1115630,0,0,0,0,0,2659552,2369524,617978,240426,0,0,0,0,202,54,0,0,0,0,0,80632,1401024,760378,587566,0,1962,1660,4314,75860,2134452,611304,48,0,0,0,1118542,568898,273708,216544,176778,155718,224508,94904,0,0,3278054,258,1810,304,6,1115630,29344,471016,145556,283740,193340,na,na,na,na,na,na,134860,40805.7,3278054,3278054,3288000,17439.0,3178,82782,851680,2829600,1209600,95464,2,42,0,2524800,0,302511.36,0,0,0,0,0,50942,527392,1581912,623132,40524,5420,278,2,12,3278054,na,4176,532,35446,177914,100104,2026572,466778,18006,72,0,150,136,2369156,72988,0,16,0,40,2542172,1596,326,0,0,0,0,0,0,0,0,17774,50004,8386,0,0,99776,15452,529420,62498,0,0,0,0,1872190,1072.34,1228,320114,584212,509468,259604,469522,385696,184860,72042,43772,310,0,0
neg,1040,0,12,12,0,0,0,0,0,9926,52984,10552,3472,0,0,0,20256,0,0,0,11024,17400,49894,47616,32970,7864,0,0,0,0,28,44,0,0,0,0,0,0,0,52820,24114,0,592,764,2504,4642,2868,50610,13494,554,906,0,34012,8932,6656,6244,5558,4958,4234,1934,908,3498,93954,0,0,2,0,20256,682,15738,16564,na,na,na,na,na,na,na,na,32200,1040.93,93954,93954,93926,485.0,0,9040,93320,77048,1209600,1584,2,10,0,52301.76,0,21884.16,48,58,0,1268,18846,11958,8356,19858,14424,2224,0,0,2,6,93954,0,2578,34,2564,1460,2708,21998,43828,1718,46,0,72,104,55122,15032,0,0,0,0,55402,196,224,0,0,0,0,0,0,0,0,918,14,30,0,0,798,176,66700,6664,0,0,0,0,40970,165.0,110,25200,8158,2600,1542,3554,4708,7642,23150,380,0,0,0
neg,6,na,0,na,0,0,0,0,0,0,42,0,4258,0,0,0,1246,0,356,0,0,0,10144,8336,2664,342,0,0,0,0,0,0,0,0,0,0,0,0,3256,0,1044,0,1112,28,30,60,754,2316,0,0,0,0,3248,388,160,70,58,56,226,94,0,0,12818,0,2,0,2,1246,94,1202,1450,na,na,na,na,na,na,na,na,2560,6.99,12818,12818,13382,16,242,1168,12700,4300,1209600,0,na,na,na,1199.04,0,2028.48,na,na,0,0,0,0,2800,1252,216,32,0,0,na,0,12818,na,1108,8,18,24,848,998,740,390,166,0,na,na,na,na,na,na,na,na,na,32,22,0,0,0,0,0,0,0,0,114,0,0,0,0,54,24,2000,282,0,0,0,0,0,na,na,3244,868,124,28,36,0,0,0,0,0,0,0
neg,31144,na,0,na,0,0,0,0,0,0,70610,1243466,794768,92294,0,0,1036796,0,124,0,750,1434,1964160,1714068,457750,190408,0,0,0,0,0,0,0,0,0,0,0,23210,1006314,847850,323764,0,4612,3468,5754,8122,549052,1630098,32,0,0,0,999672,380162,149482,101906,82944,87314,150968,203496,39180,6014,2423334,2700,3814,1624,14,1036796,28808,275172,179566,244940,1310700,1310700,1310700,1310700,1310700,1310700,1310700,205060,31143.36,2423334,2423334,na,12253.0,94588,116908,1205320,na,1209600,0,na,na,na,2002512,0,193491.84,na,na,0,0,11692,628820,1064204,443608,45512,6236,1066,0,na,2680,2423334,na,3740,450,107384,82678,280646,1587594,134818,3828,0,0,na,na,na,na,na,na,na,na,na,1262,1318,0,0,0,0,0,0,0,0,17490,34508,5282,0,0,64770,7694,4277220,469072,0,0,0,0,30143160,na,na,216602,544708,354848,174210,435368,325810,69330,35816,44274,172,0,0
neg,76970,na,1576,0,0,0,0,0,0,0,1394,373178,3721848,1254086,65676,2124,2440130,0,0,0,0,0,4773198,4097372,811888,577362,0,0,35846,0,2076,368,0,0,0,0,0,81874,1535156,2826740,974536,0,7468,4474,11474,834646,4012734,547456,54,0,0,0,1721120,1454130,461286,325014,235194,193354,305298,722910,0,0,5586236,532,788,428,12,2440130,64460,324746,484332,164740,178820,161480,184320,na,na,na,na,111920,76970.13,5586236,5586236,5521962,37036,1562,67018,736480,5418306,1209600,190676,0,0,0,4585313.28,0,828716.16,0,0,0,0,0,49836,1395480,3082846,840024,43226,6648,246,0,40,5586236,na,8098,896,121744,457202,319826,3407410,1086108,16788,234,0,0,0,0,0,0,0,0,0,0,7250,352,0,0,0,0,0,0,0,0,37336,72190,13636,0,0,194928,31564,215020,39158,0,0,0,0,3983680,2047.76,2278,869502,1140842,731824,325042,652522,524170,471088,554902,148200,214,0,0
neg,63966,na,244,234,0,0,0,0,0,0,4018,955998,2544462,410284,36954,1330,1811408,0,0,0,0,0,3500276,3046020,570070,399452,0,0,0,0,300,98,0,0,0,0,0,770,963308,2527986,460982,0,2306,632,1034,41090,2806592,1100972,400,12,4,4,1074374,1030546,330044,260790,226972,223158,320628,486144,390,0,4070744,638,1732,508,4,1811408,55232,291600,268518,148120,163880,191420,na,na,na,na,na,58180,63965.24,4070744,4070744,4079434,29655.0,338,40640,434900,3953046,1209600,131400,2,60,0,3402048,0,548851.2,0,0,0,0,0,167676,1597706,1896342,267570,19222,4422,108,18,22,4070744,na,4184,526,34586,288908,140446,1791802,1669046,23378,170,0,404,214,3422638,170928,0,2404,0,52,3424278,2468,382,0,0,0,0,0,0,0,0,27066,81062,13090,0,0,149358,29070,7240,858,0,0,0,0,38077440,1168.2,1118,571792,646380,463402,217714,431578,325348,316304,274070,686720,19738,0,0
neg,64782,na,0,na,0,0,0,0,0,0,63972,1673520,1517382,216200,1956,0,1671352,0,0,0,0,0,3106450,2716442,503226,347866,0,0,0,0,0,0,0,0,0,0,0,180194,2466222,513906,312708,0,2978,596,848,165616,2632104,670804,72,10,2,0,944190,878540,307028,234520,190016,476388,442348,0,0,0,3610156,0,344,366,0,1671352,46642,277720,224238,153960,190160,na,na,na,na,na,na,154380,64781.18,3610156,3610156,3618788,25754,86068,115828,1185500,3473030,1209600,0,na,na,na,3130437.12,0,339082.56,0,0,0,0,1052,362546,1502894,1198888,381744,19290,5684,932,na,0,3610156,na,3764,560,100054,166646,112838,1531340,1531124,26380,324,0,na,na,na,na,na,na,na,na,na,1716,144,0,0,0,0,0,0,0,0,22966,0,0,0,0,0,0,0,0,0,0,0,0,25082830,973.48,1054,356990,425170,302948,157466,308218,315044,337924,370016,863670,35584,0,0
neg,576,0,76,38,0,0,0,0,240,14518,37986,24634,15438,1984,0,0,36638,0,0,0,12028,16620,93568,96802,50560,2242,6,0,0,0,98,146,0,0,0,0,0,0,0,3216,91584,0,1676,104,162,192,252,71152,4280,16968,14,0,62990,11576,6542,5796,3686,2358,1044,640,164,4,156296,12,10,40,0,36638,912,39142,11276,na,na,na,na,na,na,na,na,49900,576.58,156296,156296,156810,237.0,0,15256,155380,95064,1209600,2310,0,24,0,38147.52,26146.56,29448.96,0,54,0,11086,16544,19866,25416,21190,654,38,6,0,2,12,156296,0,1776,70,134,15592,5120,17868,50756,3482,2,0,72,342,37880,12358,0,280,0,0,39824,306,492,390,27158,0,0,0,0,0,0,946,82,18,0,0,1650,300,1220,122,0,0,0,0,0,457.78,238,57716,13060,5514,1154,2380,1002,2752,11156,66,0,0,0
neg,62504,na,946,na,0,0,0,0,0,0,5122,228392,2281400,2227448,51906,0,2159334,0,0,0,0,0,4079366,3409370,828866,588350,0,0,0,0,3430,466,0,0,0,0,0,3316,191606,4599346,0,0,3342,732,1170,213094,3747098,828810,22,0,0,0,1972140,1365812,561178,337332,226918,274866,56022,0,0,0,4909102,0,734,1024,0,2159334,79510,287668,538312,184860,177820,193800,253900,na,na,na,na,8520,62504.86,4909102,4909102,4893668,22635.0,362428,120656,61120,4794268,1209600,0,na,na,na,3989513.28,0,798474.24,0,0,0,0,0,12994,957872,1967242,1780638,62760,12058,704,na,0,4909102,na,7640,982,39470,744272,327836,2365538,1292030,16380,120,0,na,na,na,na,na,na,na,na,na,4132,94,0,0,0,0,0,0,0,0,37476,17856,3822,0,0,156136,22534,10855320,1482670,0,0,0,0,41588040,2452.26,2212,836766,1501008,402824,116768,254710,432584,433614,489284,320560,6150,0,0
neg,1000,0,24,16,0,0,0,0,0,22304,36484,5002,1294,0,0,0,21740,0,0,0,8730,13920,52900,52770,25922,2796,0,0,0,0,102,132,0,0,0,0,0,0,0,17522,47562,0,1584,90,196,82,122,23022,22736,15560,1692,0,24966,24110,9760,2782,1746,930,516,262,12,0,87646,2,0,30,0,21740,650,15414,10396,na,na,na,na,na,na,na,na,25400,999.72,87646,87646,85780,302,0,8384,87060,65182,1209600,1386,0,12,0,51188.16,0,12587.52,6,28,0,4948,15734,6480,10032,25914,1976,0,0,0,28,32,87646,0,1530,28,1376,1788,3428,7902,46556,2448,28,0,30,284,49976,28138,0,0,0,0,52320,276,144,0,0,0,0,0,0,0,0,654,40,4,4364,656,380,268,3400,340,0,22,0,0,0,162.04,100,14692,8656,3228,1778,3258,2184,3454,27834,0,0,0,0
neg,37096,na,172,132,0,0,0,0,0,6106,206894,951270,1021294,182376,6764,244,1172420,0,0,0,4562,10850,2077974,1824890,410152,213624,0,0,0,0,354,110,0,0,0,0,0,36376,837192,724838,776542,0,2936,404,566,928,115952,2253392,770,0,0,0,755902,574866,373080,197370,126316,99262,98618,146538,2994,2,2493148,136,1194,686,2,1172420,32012,168270,240276,174420,215020,na,na,na,na,na,na,16020,37096.75,2493148,2493148,2489984,14463.0,8030,3872,68800,2374948,1209600,56684,0,114,0,1995780.48,0,374739.84,0,138,0,0,87452,625572,836544,733442,83364,7090,1362,122,8,12,2493148,na,4612,382,19972,220546,81778,1468898,561696,16872,190,2,316,262,1808132,338678,0,3100,0,0,2013562,1362,226,0,0,0,0,0,0,0,0,17544,24270,4728,0,0,47660,11674,551920,70678,0,0,0,0,7927060,868.34,932,392358,316554,238198,124012,273076,498800,289854,150196,89598,2302,0,0
neg,234022,na,302,118,0,0,0,4262,248430,1015562,5377480,5126376,3428354,547986,40462,0,7432458,0,248,0,563382,826784,13080874,12083852,3062060,1273784,114,0,0,0,1124,268,0,0,0,0,0,0,335402,11804214,3649296,0,6002,1280,2288,5422,319132,15454670,118,0,0,0,4962406,5675120,1697192,925002,555498,404528,362480,509754,381484,315448,16708786,14412,892,87922,0,7432458,252064,1479174,1575278,170060,174380,197300,206500,291140,217240,223140,224780,154240,234022.64,16708786,16708786,16756828,88594,25884,82834,959300,15788912,1209600,396584,0,512,0,12414092.16,223402.56,3139877.76,2,1262,49042,692956,2435040,4832952,4346362,2897348,493264,38330,3530,88,3014,3298,16708786,na,8842,2350,2210498,1284190,3182800,9074750,25482,0,0,0,222,302,12178546,2091008,0,2,0,0,12508242,13716,12716,0,0,1680,224348,0,0,0,0,121666,63266,20328,36384650,5266434,680106,103592,173100,212820,11849262,661562,0,0,424970,4294.86,5084,3446502,1818556,1885860,861946,1572070,857440,1552254,3707270,87014,0,0,0
